INCOME72,year,id,wrkstat,occ,prestige,industry,OCC10,occindv,PRESTG10,PRESTG105PLUS,marital,agewed,divorce,spwrksta,spocc,sppres,PAIND16,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,RES16,REG16,MOBILE16,INCOM16,hompop,babies,preteen,teens,adults,earnrs,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,libsoc,colcom,gunlaw,trust
$17500 T,1972,323,WORKING,222,61,917,Compensa,Verbatim,53,69,divorced,25,,,,,,3,1,42,12,,,,HIGH SCH,,,,male,white,TOWN LT,mountain,DIFFEREN,BELOW AV,2,0,0,0,2,1,100,1.24,4.28,7.78,4.94,7.26,60.5,,,,,,,NOT REMO,NOT FIRE,favor,CAN TRUS
$2000 TO,1972,324,KEEPING,,,,,,,,NEVER MA,,,,,,,2,0,42,3,,12,,LT HIGH,,HIGH SCH,,female,white,50000 TO,NEW ENGL,SAME CIT,average,2,0,0,0,2,0,100,,,,,,,,,,,,,NOT REMO,fired,favor,Can't be
$17500 T,1972,325,WORKING,550,36,67,Structur,Verbatim,48,52,married,23,no,KEEPING,80,61,417,7,3,30,12,6,9,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,male,white,TOWN LT,NEW ENGL,"SAME ST,",average,5,3,0,0,2,1,21,5.64,7.66,1.62,3.2,6.53,39.5,6.87,7.95,3.13,2.94,3.33,29.1,remove,fired,favor,CAN TRUS
$17500 T,1972,326,KEEPING,915,20,669,Hosts an,Verbatim,33,25,married,18,no,WORKING,495,35,907,2,3,40,12,,12,12,HIGH SCH,,HIGH SCH,HIGH SCH,female,white,TOWN LT,NEW ENGL,"SAME ST,",BELOW AV,4,0,0,1,3,3,21,6.95,6.99,7.93,2.88,2.93,23.5,3.08,7.96,7.93,3.01,2.94,34.5,NOT REMO,NOT FIRE,favor,Can't be
$17500 T,1972,327,WORKING,12,69,189,Electric,,73,94,married,23,no,KEEPING,341,45,638,3,2,37,18,4,4,12,graduate,LT HIGH,LT HIGH,HIGH SCH,male,white,50000 TO,NEW ENGL,"SAME ST,",average,4,0,2,0,2,1,21,0.41,7.78,2,5.67,7.82,67.9,6.18,7.67,4.42,3.07,5.9,36.2,NOT REMO,NOT FIRE,favor,CAN TRUS
$20000 T,1972,328,WORKING,301,50,707,Tellers,Verbatim,39,29,NEVER MA,,,,,,757,2,0,24,16,13,12,,bachelor,HIGH SCH,HIGH SCH,,female,white,TOWN LT,NEW ENGL,SAME CIT,ABOVE AV,4,0,0,0,4,3,21,2.98,5.99,8,3.98,5.04,43.7,2.94,7.91,1.55,3.13,6.81,33.2,NOT REMO,fired,favor,CAN TRUS
$12500 T,1972,329,WORKING,481,33,539,Elevator,Verbatim,39,34,married,25,no,KEEPING,265,47,539,3,0,46,12,13,9,12,HIGH SCH,HIGH SCH,LT HIGH,HIGH SCH,male,white,TOWN LT,NEW ENGL,SAME CIT,average,2,0,0,0,2,1,21,2.34,7.94,1.1,3.85,6.81,39.8,2.34,7.94,1.1,3.85,6.81,39.8,NOT REMO,NOT FIRE,favor,CAN TRUS
$12500 T,1972,330,KEEPING,385,40,448,Telephon,,31,21,married,31,no,WORKING,162,47,937,5,1,53,12,12,12,15,HIGH SCH,HIGH SCH,HIGH SCH,HIGH SCH,female,white,"COUNTRY,",NEW ENGL,"SAME ST,",average,3,0,0,0,3,2,21,6.37,5.88,2.72,3.1,3.31,35.7,2.37,5.86,7.99,3.16,4.51,37.3,NOT REMO,fired,favor,CAN TRUS
$6000 TO,1972,331,retired,422,38,337,Printing,Verbatim,36,25,married,32,no,KEEPING,610,36,258,2,1,64,11,9,7,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,male,white,TOWN LT,NEW ENGL,"SAME ST,",average,3,0,0,0,3,1,21,4.63,7.84,1.98,3.84,6.79,43.6,2.22,7.97,0.21,3.95,6.97,41.5,NOT REMO,fired,favor,CAN TRUS
$12500 T,1972,332,KEEPING,,,,,No verba,,,married,19,no,WORKING,481,33,197,7,0,20,13,8,7,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,female,white,TOWN LT,foreign,DIFFEREN,average,2,0,0,0,2,1,21,,,,,,,1.05,3.75,4.22,4.28,7.52,46.9,NOT REMO,NOT FIRE,favor,CAN TRUS
$8000 TO,1972,333,WORKING,495,35,857,Janitors,Verbatim,24,15,married,32,no,WORKING,912,26,17,7,5,60,8,6,6,12,LT HIGH,LT HIGH,LT HIGH,HIGH SCH,male,white,farm,E. NOR.,SAME CIT,average,4,0,0,2,2,2,3,2.75,7.84,1.46,3.68,6.44,38.8,1.68,7.97,1.51,3.84,6.62,30.9,remove,NOT FIRE,favor,CAN TRUS
$12500 T,1972,334,WORKING,245,50,608,Uncodeab,,,,married,28,no,WORKING,280,34,607,4,2,33,16,13,12,13,bachelor,HIGH SCH,HIGH SCH,HIGH SCH,male,white,TOWN LT,E. NOR.,SAME CIT,ABOVE AV,4,2,0,0,2,2,3,1.16,5.88,7.85,4.05,6.86,45.9,1.97,5.59,7.18,4.37,6.61,48.3,NOT REMO,fired,oppose,CAN TRUS
$6000 TO,1972,335,retired,142,60,857,Elementa,Verbatim,61,85,NEVER MA,,,,,,857,4,0,70,16,,3,,bachelor,,LT HIGH,,female,white,TOWN LT,E. NOR.,SAME CIT,average,2,0,0,0,2,1,3,1.97,2.03,8,4.99,6.14,63.6,5.79,7.85,4.81,2.83,3.62,22.7,NOT REMO,fired,,CAN TRUS
$12500 T,1972,336,UNEMPL,436,33,67,Operatin,Verbatim,42,45,married,33,no,WORKING,394,36,,1,3,60,3,,,13,LT HIGH,,HIGH SCH,HIGH SCH,male,white,TOWN LT,E. NOR.,SAME CIT,average,2,0,0,0,2,2,3,6.89,7.94,3.05,2.96,4.86,31.2,,,,,,,remove,fired,oppose,CAN TRUS
$10000 T,1972,337,KEEPING,,,,,,,,married,17,no,WORKING,310,31,467,5,3,26,11,12,8,11,LT HIGH,HIGH SCH,LT HIGH,LT HIGH,female,white,TOWN LT,E. NOR.,SAME CIT,average,5,2,1,0,2,1,3,,,,,,,5,8,8,3,4,34.1,NOT REMO,fired,favor,CAN TRUS
$2000 TO,1972,338,UNEMPL,916,22,669,Food pre,Verbatim,21,9,widowed,25,no,,,,17,7,EIGHT OR,74,3,0,6,,LT HIGH,LT HIGH,LT HIGH,,female,white,farm,E. NOR.,SAME CIT,average,3,0,0,0,3,2,3,6.66,7.64,6.82,1.76,2.75,13.8,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,Can't be
$17500 T,1972,339,WORKING,912,26,857,Cooks,Verbatim,33,24,married,18,no,WORKING,430,49,628,2,3,33,11,12,12,12,LT HIGH,HIGH SCH,HIGH SCH,HIGH SCH,female,white,TOWN LT,E. NOR.,SAME CIT,ABOVE AV,5,0,2,1,2,2,3,3.28,7.68,1.64,3.6,6.4,30.2,1.97,5.59,7.18,4.37,6.61,48.3,NOT REMO,fired,favor,CAN TRUS
LT $2000,1972,340,WORKING,984,18,769,Maids an,,25,14,married,17,no,WORKING,694,32,289,7,4,23,11,,11,11,LT HIGH,,HIGH SCH,HIGH SCH,female,black,TOWN LT,W. SOU.,SAME CIT,average,5,3,0,0,2,2,15,6.96,7.21,7.77,2.77,2.76,11.4,6.58,7.86,6.72,2.17,2.94,23,remove,fired,favor,Can't be
$4000 TO,1972,341,WORKING,785,17,328,Cleaners,Verbatim,22,9,NEVER MA,,,,,,,5,1,19,12,,,,LT HIGH,,,,male,black,"COUNTRY,",W. SOU.,SAME CIT,BELOW AV,6,0,1,3,2,2,15,7,8,5.76,2,2.72,24.1,,,,,,,remove,NOT FIRE,favor,Can't be
$4000 TO,1972,342,TEMP NOT,984,18,769,Maids an,,25,14,married,15,yes,retired,750,23,17,7,2,59,4,11,0,11,LT HIGH,,LT HIGH,HIGH SCH,female,black,farm,W. SOU.,SAME CIT,FAR BELO,2,0,0,0,2,1,15,6.96,7.21,7.77,2.77,2.76,11.4,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,,oppose,Can't be
$2000 TO,1972,343,KEEPING,984,18,769,Maids an,Verbatim,25,14,married,18,yes,retired,785,17,17,6,2,70,9,,6,7,LT HIGH,,LT HIGH,LT HIGH,female,black,farm,W. SOU.,SAME CIT,FAR BELO,2,0,0,0,2,0,15,6.96,7.21,7.77,2.77,2.76,11.4,6.61,7.97,4.74,2.53,3.75,10.8,,NOT FIRE,oppose,Can't be
$6000 TO,1972,344,WORKING,715,32,328,Driver/s,Verbatim,35,29,married,20,no,WORKING,903,16,17,3,7,52,2,0,0,2,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,black,farm,W. SOU.,SAME CIT,BELOW AV,9,2,2,1,4,2,15,6.87,7.95,3.13,2.94,3.33,29.1,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,oppose,Can't be
LT $2000,1972,345,retired,,,,,,,,widowed,18,no,,,,17,,0,,0,,,,LT HIGH,,,,female,black,farm,W. SOU.,SAME CIT,average,1,0,0,0,1,0,15,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,,,,Can't be
LT $2000,1972,346,retired,754,17,478,Refuse a,Verbatim,32,20,widowed,21,yes,,,,,0,1,75,2,,,,LT HIGH,,,,male,black,farm,W. SOU.,DIFFEREN,FAR BELO,1,0,0,0,1,0,15,7,8,6.2,1.46,1.56,11.5,,,,,,,NOT REMO,,oppose,Can't be
,1972,347,KEEPING,660,29,227,Aircraft,Verbatim,44,47,married,19,,WORKING,545,35,17,7,2,49,8,4,,4,LT HIGH,LT HIGH,LT HIGH,LT HIGH,female,white,farm,W. SOU.,"SAME ST,",average,2,0,0,0,2,1,3,7,8,4.25,2.35,2.91,25.9,6.61,7.97,4.74,2.53,3.75,10.8,NOT REMO,fired,favor,Can't be
$10000 T,1972,348,WORKING,331,42,907,Postal s,Verbatim,45,51,married,19,no,WORKING,331,42,17,4,4,49,8,6,6,8,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,farm,W. SOU.,"SAME ST,",BELOW AV,3,0,0,1,2,3,3,3.08,7.96,7.93,3.01,2.94,34.5,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,oppose,Can't be
$10000 T,1972,349,WORKING,245,50,648,Uncodeab,,,,married,21,no,WORKING,372,46,287,2,1,46,14,12,12,13,LT HIGH,HIGH SCH,HIGH SCH,HIGH SCH,male,white,TOWN LT,W. SOU.,"SAME ST,",BELOW AV,3,0,1,0,2,1,3,2.95,6.15,7.22,3.68,5.62,38.6,4.68,6.45,5.84,2.9,4.09,30.5,,fired,oppose,CAN TRUS
$4000 TO,1972,350,WORKING,372,46,717,Secretar,Verbatim,47,55,widowed,17,yes,,,,17,,1,45,12,9,14,,HIGH SCH,LT HIGH,HIGH SCH,,female,white,farm,W. SOU.,"SAME ST,",average,1,0,0,0,1,1,3,2.98,6.03,7.98,4,5.98,47.7,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,fired,oppose,CAN TRUS
$6000 TO,1972,351,WORKING,142,60,857,Elementa,Verbatim,61,85,NEVER MA,,,,,,628,1,0,28,17,13,12,,bachelor,HIGH SCH,HIGH SCH,,female,white,TOWN LT,W. SOU.,"SAME ST,",average,1,0,0,0,1,1,3,1.97,2.03,8,4.99,6.14,63.6,1.97,5.59,7.18,4.37,6.61,48.3,NOT REMO,fired,favor,CAN TRUS
$8000 TO,1972,352,WORKING,680,40,179,"Welding,",Verbatim,38,35,married,19,no,KEEPING,,,558,6,1,23,12,7,15,13,HIGH SCH,LT HIGH,HIGH SCH,HIGH SCH,male,white,farm,W. SOU.,"SAME ST,",average,4,1,0,0,3,2,3,6.69,7.97,3.71,2.9,5.19,33.4,6.87,7.95,3.13,2.94,3.33,29.1,NOT REMO,fired,favor,Can't be
$15000 T,1972,353,WORKING,24,54,917,Uncodeab,,,,married,22,no,KEEPING,364,39,17,7,5,64,12,3,8,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,male,white,farm,W. SOU.,"SAME ST,",average,2,0,0,0,2,2,3,1.12,1.68,8,5,6.88,60.8,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,fired,favor,CAN TRUS
$4000 TO,1972,354,WORKING,310,31,628,Cashiers,,28,16,married,14,no,WORKING,374,29,,2,4,33,12,,12,12,HIGH SCH,,HIGH SCH,HIGH SCH,female,black,50000 TO,E. SOU.,SAME CIT,FAR BELO,6,1,2,1,2,2,623,3.91,6.06,7.97,3.11,2.44,27.4,,,,,,,remove,NOT FIRE,oppose,CAN TRUS
$4000 TO,1972,355,KEEPING,,,,,No verba,,,married,18,no,WORKING,86,69,17,3,4,69,6,8,4,8,LT HIGH,LT HIGH,LT HIGH,LT HIGH,female,black,farm,E. SOU.,"SAME ST,",BELOW AV,2,0,0,0,2,1,623,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,CAN TRUS
$4000 TO,1972,356,retired,695,32,177,Uncodeab,,,,married,16,no,WORKING,630,18,17,1,1,72,5,2,3,7,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,black,farm,E. SOU.,DIFFEREN,FAR BELO,4,0,1,0,3,1,623,5.87,7.79,4.7,2.82,3.73,26.9,1.68,7.97,1.51,3.84,6.62,30.9,remove,NOT FIRE,favor,Can't be
$4000 TO,1972,357,WORKING,753,17,417,Laborers,Verbatim,25,16,married,20,no,KEEPING,,,17,2,1,59,8,3,4,9,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,black,farm,E. SOU.,DIFFEREN,average,3,0,1,0,2,1,623,6.58,7.86,6.72,2.17,2.94,23,1.68,7.97,1.51,3.84,6.62,30.9,remove,NOT FIRE,oppose,CAN TRUS
$2000 TO,1972,358,KEEPING,,,,,No verba,,,married,19,,retired,903,16,,5,2,69,6,,7,4,LT HIGH,,LT HIGH,LT HIGH,female,black,farm,E. SOU.,DIFFEREN,average,2,0,0,0,2,1,623,,,,,,,,,,,,,NOT REMO,NOT FIRE,favor,CAN TRUS
$4000 TO,1972,359,KEEPING,984,18,769,Maids an,,25,14,married,21,no,retired,780,17,,1,0,58,9,,6,7,LT HIGH,,LT HIGH,LT HIGH,female,black,farm,E. SOU.,DIFFEREN,average,2,0,0,0,2,1,623,6.96,7.21,7.77,2.77,2.76,11.4,,,,,,,remove,NOT FIRE,favor,CAN TRUS
$2000 TO,1972,360,WORKING,510,30,69,Painters,Verbatim,35,26,divorced,23,,,,,,7,1,53,9,,2,,LT HIGH,,LT HIGH,,male,black,farm,E. SOU.,SAME CIT,FAR BELO,4,0,0,0,4,3,623,6.59,7.87,1.46,3.02,6.72,31.3,,,,,,,NOT REMO,fired,favor,CAN TRUS
$2000 TO,1972,361,WORKING,754,17,478,Driver/s,Verbatim,35,29,widowed,21,no,,,,17,7,1,62,5,3,4,,LT HIGH,LT HIGH,LT HIGH,,male,black,farm,E. SOU.,DIFFEREN,BELOW AV,1,0,0,0,1,1,623,7,8,6.2,1.46,1.56,11.5,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,oppose,Can't be
$2000 TO,1972,362,WORKING,801,41,17,"Farmers,",Verbatim,46,58,married,21,no,KEEPING,,,17,4,3,58,8,8,8,8,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,farm,W. NOR.,SAME CIT,BELOW AV,3,0,0,1,2,1,1,1.68,7.97,1.51,3.84,6.62,30.9,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,oppose,CAN TRUS
$4000 TO,1972,363,KEEPING,310,31,717,Cashiers,Verbatim,28,16,married,23,yes,WORKING,801,41,17,0,1,32,14,16,14,12,HIGH SCH,bachelor,JUNIOR C,HIGH SCH,female,white,TOWN LT,W. NOR.,"SAME ST,",ABOVE AV,4,2,0,0,2,1,1,3.91,6.06,7.97,3.11,2.44,27.4,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,NOT FIRE,favor,Can't be
$4000 TO,1972,364,KEEPING,,,,,,,,married,18,no,WORKING,801,41,17,2,2,58,12,8,8,10,HIGH SCH,LT HIGH,LT HIGH,LT HIGH,female,white,farm,W. NOR.,SAME CIT,average,2,0,0,0,2,1,1,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,CAN TRUS
LT $2000,1972,365,KEEPING,,,,,No verba,,,married,19,no,retired,801,41,17,7,1,70,12,8,8,8,HIGH SCH,LT HIGH,LT HIGH,LT HIGH,female,white,farm,W. NOR.,SAME CIT,BELOW AV,2,0,0,0,2,0,1,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,Can't be
$4000 TO,1972,366,WORKING,801,41,17,"Farmers,",Verbatim,46,58,married,22,no,KEEPING,,,17,7,2,69,8,8,8,8,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,farm,W. NOR.,SAME CIT,average,2,0,0,0,2,1,1,1.68,7.97,1.51,3.84,6.62,30.9,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,oppose,CAN TRUS
$8000 TO,1972,367,WORKING,705,28,779,Driver/s,Verbatim,35,29,married,19,no,KEEPING,283,29,17,7,4,36,10,8,8,11,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,TOWN LT,W. NOR.,"SAME ST,",average,6,1,2,1,2,1,1,4.68,6.45,5.84,2.9,4.09,30.5,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,fired,oppose,CAN TRUS
$2000 TO,1972,368,WORKING,822,18,17,Miscella,,27,18,married,39,no,KEEPING,980,23,17,6,7,47,9,10,8,9,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,farm,W. NOR.,"SAME ST,",average,8,1,2,3,2,2,1,6.61,7.97,4.74,2.53,3.75,10.8,1.33,4.39,2.55,4,6.86,32.6,NOT REMO,fired,oppose,CAN TRUS
$12500 T,1972,369,UNEMPL,522,41,67,"Welding,",Verbatim,38,35,married,22,no,WORKING,85,47,67,2,4,31,12,8,12,12,LT HIGH,LT HIGH,HIGH SCH,HIGH SCH,male,white,TOWN LT,MIDDLE A,SAME CIT,average,6,3,1,0,2,2,463,3,7.81,1.25,3.91,7.28,43.4,3,7.81,1.25,3.91,7.28,43.4,,fired,oppose,CAN TRUS
LT $2000,1972,370,KEEPING,663,25,319,Sewing m,,32,22,widowed,17,no,,,,17,5,5,81,5,,,,LT HIGH,,,,female,white,farm,E. NOR.,DIFFEREN,BELOW AV,4,0,0,0,4,1,463,6.69,7.98,2.32,2.88,4.03,28.9,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,Can't be
$10000 T,1972,371,WORKING,265,47,717,Insuranc,Verbatim,47,61,married,21,no,KEEPING,312,36,717,2,2,24,12,15,12,12,HIGH SCH,HIGH SCH,HIGH SCH,HIGH SCH,male,white,BIG-CITY,MIDDLE A,SAME CIT,ABOVE AV,4,2,0,0,2,1,463,1.86,5.65,8,4.21,6.18,49.7,1.11,1.97,7.97,5,7.7,60.8,NOT REMO,fired,favor,CAN TRUS
$10000 T,1972,372,WORKING,915,20,669,Waiters,Verbatim,31,16,married,22,no,WORKING,714,22,139,3,5,51,12,6,10,11,HIGH SCH,LT HIGH,LT HIGH,LT HIGH,female,white,TOWN LT,MIDDLE A,SAME CIT,average,6,0,0,2,4,3,463,6.95,6.99,7.93,2.88,2.93,23.5,1.12,4.02,3.81,4.27,7.51,46.4,remove,fired,favor,CAN TRUS
LT $2000,1972,373,KEEPING,912,26,838,Cooks,,33,24,widowed,20,yes,,,,418,7,1,69,3,,,,LT HIGH,,,,female,white,TOWN LT,MIDDLE A,SAME CIT,BELOW AV,1,0,0,0,1,0,463,3.28,7.68,1.64,3.6,6.4,30.2,6.58,7.86,6.72,2.17,2.94,23,NOT REMO,fired,favor,Can't be
$8000 TO,1972,374,WORKING,85,47,838,Register,Verbatim,64,87,married,20,no,WORKING,506,51,477,4,3,30,12,14,12,13,HIGH SCH,HIGH SCH,HIGH SCH,HIGH SCH,female,white,CITY GT,MIDDLE A,SAME CIT,average,5,2,1,0,2,2,463,3.01,6.32,6.66,4.04,5.79,46.7,0.65,7.69,1.96,5.7,7.77,69.7,NOT REMO,NOT FIRE,favor,CAN TRUS
$2000 TO,1972,375,WORKING,86,69,877,Social a,Verbatim,52,71,NEVER MA,,,,,,17,7,0,69,12,8,8,,LT HIGH,LT HIGH,LT HIGH,,male,white,farm,foreign,DIFFEREN,average,4,0,0,0,4,1,463,1.05,0.06,7.97,5.97,7.96,59.6,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,fired,favor,CAN TRUS
$10000 T,1972,376,WORKING,441,45,407,First-li,,50,62,married,25,no,KEEPING,,,407,5,6,45,11,,,13,LT HIGH,,,HIGH SCH,male,white,TOWN LT,MIDDLE A,DIFFEREN,average,8,1,2,2,3,1,463,1.35,4.28,6.09,3.89,6.86,42.8,3.03,8,2.85,4.03,6.95,47.5,remove,fired,oppose,CAN TRUS
$8000 TO,1972,377,WORKING,706,29,259,Industri,Verbatim,35,28,married,20,no,KEEPING,280,34,718,2,1,24,12,12,11,12,HIGH SCH,HIGH SCH,LT HIGH,HIGH SCH,male,white,TOWN LT,MIDDLE A,SAME CIT,average,3,1,0,0,2,1,16,6.93,7.97,3.13,2.1,3.09,22.6,2.99,5.02,8,3.95,5.82,47.8,NOT REMO,fired,favor,Can't be
$4000 TO,1972,378,retired,436,33,68,Operatin,Verbatim,42,45,married,37,no,KEEPING,,,17,3,0,66,7,6,5,5,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,farm,MIDDLE A,SAME CIT,average,2,0,0,0,2,1,16,6.89,7.94,3.05,2.96,4.86,31.2,1.68,7.97,1.51,3.84,6.62,30.9,,fired,oppose,depends
$8000 TO,1972,379,KEEPING,391,41,609,Word pro,Verbatim,37,29,married,21,no,WORKING,495,35,657,2,1,29,12,11,11,11,HIGH SCH,LT HIGH,HIGH SCH,LT HIGH,female,white,BIG-CITY,MIDDLE A,SAME CIT,average,3,1,0,0,2,1,16,3.72,7.9,7.85,3.05,3.78,37.6,4.68,6.45,5.84,2.9,4.09,30.5,NOT REMO,fired,oppose,depends
,1972,380,KEEPING,982,25,769,Maids an,,25,14,married,30,no,WORKING,695,32,17,3,2,57,8,,,10,LT HIGH,LT HIGH,LT HIGH,LT HIGH,female,white,farm,MIDDLE A,SAME CIT,BELOW AV,5,0,0,0,5,4,16,5.55,6.22,7.81,3.05,3.51,15.8,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,fired,,Can't be
$12500 T,1972,381,other,801,41,17,"Farmers,",Verbatim,46,58,married,26,no,KEEPING,625,19,17,5,1,58,8,8,8,12,LT HIGH,LT HIGH,LT HIGH,HIGH SCH,male,white,farm,MIDDLE A,SAME CIT,average,2,0,0,0,2,1,16,1.68,7.97,1.51,3.84,6.62,30.9,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,Can't be
$6000 TO,1972,382,WORKING,903,16,937,Janitors,Verbatim,24,15,widowed,25,no,,,,17,7,4,77,8,,,,LT HIGH,,,,male,white,farm,MIDDLE A,SAME CIT,average,1,0,0,0,1,1,16,5.79,7.85,4.81,2.83,3.62,22.7,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,fired,favor,depends
$17500 T,1972,383,KEEPING,144,63,857,Secondar,,64,91,married,27,no,WORKING,144,63,849,1,1,30,18,16,,18,graduate,bachelor,,bachelor,female,white,CITY GT,pacific,DIFFEREN,ABOVE AV,3,1,0,0,2,2,16,1.9,2.02,8,4.99,6.96,62.7,1.05,0.54,8,5.92,7.92,76.4,NOT REMO,NOT FIRE,favor,Can't be
$4000 TO,1972,384,WORKING,230,39,857,First-li,Verbatim,38,29,widowed,23,no,,,,118,2,2,56,12,11,11,,HIGH SCH,LT HIGH,LT HIGH,,female,white,CITY GT,MIDDLE A,"SAME ST,",average,2,0,0,1,1,1,16,1.44,5.95,7.74,3.97,5.99,43.7,2.7,7.96,0.85,3.81,5.89,34.4,NOT REMO,fired,favor,Can't be
$8000 TO,1972,385,WORKING,372,46,857,Secretar,Verbatim,47,55,married,20,no,WORKING,203,41,17,7,2,49,13,,,11,HIGH SCH,,,HIGH SCH,female,white,"COUNTRY,",SOUTH AT,SAME CIT,average,2,0,0,0,2,2,10,2.98,6.03,7.98,4,5.98,47.7,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,fired,favor,CAN TRUS
$10000 T,1972,386,KEEPING,672,25,317,Textile,,25,10,married,21,no,WORKING,705,28,317,4,2,52,10,,,11,LT HIGH,,,HIGH SCH,female,white,"COUNTRY,",SOUTH AT,SAME CIT,average,3,0,0,0,3,2,10,6.89,7.91,5.14,2.08,2.86,21.7,6.89,7.91,5.14,2.08,2.86,21.7,remove,fired,favor,Can't be
$12500 T,1972,387,WORKING,441,45,317,First-li,Verbatim,50,62,married,17,yes,WORKING,643,19,317,4,5,40,7,8,8,8,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,"COUNTRY,",SOUTH AT,SAME CIT,average,9,1,2,2,4,4,10,2.29,4.15,5.2,4.04,6.64,41.2,6.45,8,4.33,2.52,3.45,19.9,remove,fired,favor,Can't be
$15000 T,1972,388,WORKING,422,38,338,Printing,Verbatim,36,25,married,23,no,WORKING,220,50,307,2,3,48,14,9,9,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,male,white,"COUNTRY,",SOUTH AT,SAME CIT,ABOVE AV,6,0,0,1,5,3,10,4.63,7.84,1.98,3.84,6.79,43.6,2.29,4.15,5.2,4.04,6.64,41.2,NOT REMO,fired,favor,CAN TRUS
$17500 T,1972,389,KEEPING,672,25,317,Textile,,25,10,married,20,no,WORKING,245,50,17,3,3,47,6,,,6,LT HIGH,,,LT HIGH,female,white,"COUNTRY,",SOUTH AT,DIFFEREN,average,3,0,0,0,3,2,10,6.89,7.91,5.14,2.08,2.86,21.7,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,Can't be
$12500 T,1972,390,WORKING,245,50,67,First-li,Verbatim,49,63,married,24,yes,WORKING,395,36,67,2,0,31,14,13,12,12,HIGH SCH,HIGH SCH,HIGH SCH,HIGH SCH,male,white,"COUNTRY,",SOUTH AT,SAME CIT,average,2,0,0,0,2,2,10,1.21,3.95,7.41,4.94,7.32,60.1,1.21,3.95,7.41,4.94,7.32,60.1,NOT REMO,fired,oppose,depends
LT $2000,1972,391,school,,,,,No verba,,,NEVER MA,,,,,,728,3,0,21,13,8,9,,HIGH SCH,LT HIGH,LT HIGH,,male,black,"COUNTRY,",SOUTH AT,DIFFEREN,BELOW AV,3,0,0,0,3,1,10,,,,,,,5.79,7.85,4.81,2.83,3.62,22.7,NOT REMO,fired,oppose,depends
LT $2000,1972,392,retired,822,18,17,Miscella,,27,18,widowed,17,no,,,,17,7,1,84,8,,,,LT HIGH,,,,female,black,farm,W. SOU.,"SAME ST,",average,1,0,0,0,1,1,58,6.61,7.97,4.74,2.53,3.75,10.8,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,Can't be
LT $2000,1972,393,retired,984,18,769,Maids an,Verbatim,25,14,widowed,19,no,,,,17,7,5,61,9,,,,LT HIGH,,,,female,black,farm,W. SOU.,SAME CIT,BELOW AV,2,0,0,0,2,2,58,6.96,7.21,7.77,2.77,2.76,11.4,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,Can't be
